user	instance_id	displayed_text	textbox_input:::text_box	span_annotation:::Values	span_annotation:::Research Values
62b20662ca9e4e8378d8d7a3	1	With the popularity of smartphones, we have witnessed the rapid proliferation of multimodal posts on various social media platforms. We observe that the multimodal sentiment expression has specific global characteristics, such as the interdependencies of objects or scenes within the image. However, most previous studies only considered the representation of a single image-text post and failed to capture the global co-occurrence characteristics of the dataset. In this paper, we propose Multi-channel Graph Neural Networks with Sentiment-awareness (MGNNS) for image-text sentiment detection. Specifically, we first encode different modalities to capture hidden representations. Then, we introduce multi-channel graph neural networks to learn multimodal representations based on the global characteristics of the dataset. Finally, we implement multimodal in-depth fusion with the multi-head attention mechanism to predict the sentiment of image-text pairs. Extensive experiments conducted on three publicly available datasets demonstrate the effectiveness of our approach for multimodal sentiment detection.	limited, annotations, unified, generalisation	[]	[{'start': 36, 'end': 40, 'span': 'NLP ', 'annotation': 'Research Values'}, {'start': 61, 'end': 76, 'span': 'constructing a ', 'annotation': 'Research Values'}, {'start': 76, 'end': 100, 'span': 'problem-specific dataset', 'annotation': 'Research Values'}, {'start': 107, 'end': 143, 'span': 'building a model to fit this dataset', 'annotation': 'Research Values'}, {'start': 202, 'end': 255, 'span': 'a single machine that can handle diverse new problems', 'annotation': 'Research Values'}, {'start': 267, 'end': 304, 'span': 'task-specific annotations are limited', 'annotation': 'Research Values'}, {'start': 306, 'end': 356, 'span': 'We bring up textual entailment as a unified solver', 'annotation': 'Research Values'}, {'start': 707, 'end': 782, 'span': 'transforming is unnecessary if we can obtain rich annotations for this task', 'annotation': 'Research Values'}, {'start': 1067, 'end': 1075, 'span': 'enables ', 'annotation': 'Research Values'}, {'start': 1180, 'end': 1194, 'span': 'effectiveness ', 'annotation': 'Research Values'}, {'start': 1199, 'end': 1342, 'span': 'unified solver for several downstream NLP tasks such as question answering and coreference resolution when the end-task annotations are limited', 'annotation': 'Research Values'}]
62b20662ca9e4e8378d8d7a3	0	Our understanding of reinforcement learning (RL) has been shaped by theoretical and empirical results that were obtained decades ago using tabular representations and linear function approximators. These results suggest that RL methods that use temporal differencing (TD) are superior to direct Monte Carlo estimation (MC). How do these results hold up in deep RL, which deals with perceptually complex environments and deep nonlinear models? In this paper, we re-examine the role of TD in modern deep RL, using specially designed environments that control for specific factors that affect performance, such as reward sparsity, reward delay, and the perceptual complexity of the task. When comparing TD with infinite-horizon MC, we are able to reproduce classic results in modern settings. Yet we also find that finite-horizon MC is not inferior to TD, even when rewards are sparse or delayed. This makes MC a viable alternative to TD in deep RL.	NMT, decision rule, MAP decoding, MLE	[]	[{'start': 56, 'end': 88, 'span': 'neural machine translation (NMT)', 'annotation': 'Research Values'}, {'start': 185, 'end': 188, 'span': 'NMT', 'annotation': 'Research Values'}, {'start': 194, 'end': 200, 'span': 'model ', 'annotation': 'Research Values'}, {'start': 207, 'end': 225, 'span': 'training algorithm', 'annotation': 'Research Values'}, {'start': 227, 'end': 262, 'span': 'maximum likelihood estimation (MLE)', 'annotation': 'Research Values'}, {'start': 305, 'end': 340, 'span': 'maximum a posteriori (MAP) decoding', 'annotation': 'Research Values'}, {'start': 344, 'end': 357, 'span': 'decision rule', 'annotation': 'Research Values'}, {'start': 383, 'end': 410, 'span': 'highest-scoring translation', 'annotation': 'Research Values'}, {'start': 421, 'end': 425, 'span': 'mode', 'annotation': 'Research Values'}, {'start': 471, 'end': 481, 'span': 'inadequacy', 'annotation': 'Research Values'}, {'start': 527, 'end': 533, 'span': 'model ', 'annotation': 'Research Values'}, {'start': 541, 'end': 559, 'span': 'training algorithm', 'annotation': 'Research Values'}, {'start': 617, 'end': 627, 'span': 'reproduce ', 'annotation': 'Research Values'}, {'start': 673, 'end': 684, 'span': 'beam search', 'annotation': 'Research Values'}, {'start': 771, 'end': 775, 'span': 'NMT ', 'annotation': 'Research Values'}, {'start': 786, 'end': 798, 'span': 'MAP decoding', 'annotation': 'Research Values'}, {'start': 810, 'end': 816, 'span': 'NMT’s ', 'annotation': 'Research Values'}, {'start': 844, 'end': 847, 'span': 'MLE', 'annotation': 'Research Values'}, {'start': 943, 'end': 959, 'span': 'probability mass', 'annotation': 'Research Values'}, {'start': 1004, 'end': 1013, 'span': 'arbitrary', 'annotation': 'Research Values'}, {'start': 1052, 'end': 1066, 'span': 'decision rules', 'annotation': 'Research Values'}, {'start': 1094, 'end': 1118, 'span': 'translation distribution', 'annotation': 'Research Values'}, {'start': 1119, 'end': 1131, 'span': 'holistically', 'annotation': 'Research Values'}, {'start': 1166, 'end': 1193, 'span': 'minimum Bayes risk decoding', 'annotation': 'Research Values'}, {'start': 1200, 'end': 1212, 'span': 'competitive ', 'annotation': 'Research Values'}, {'start': 1236, 'end': 1240, 'span': 'NMT ', 'annotation': 'Research Values'}, {'start': 1249, 'end': 1267, 'span': ' capture important', 'annotation': 'Research Values'}, {'start': 1279, 'end': 1291, 'span': 'translation ', 'annotation': 'Research Values'}]
62b20662ca9e4e8378d8d7a3	3	Many online personalization platforms today are recommending heterogeneous contents in a multi-sided marketplace consisting of consumers, merchants and other partners. For a recommender system to be successful in these contexts, it faces two main challenges. First, each side in the marketplace has different and potentially conflicting utilities. Recommending for a multi-sided marketplace therefore entails jointly optimizing multiple objectives with trade-offs. Second, the off-the-shelf recommendation algorithms are not applicable to the heterogeneous content space, where a recommendation item could be an aggregation of other recommendation items. In this work, we develop a general framework for recommender systems in a multi-sided marketplace with heterogeneous and hierarchical contents. We propose a constrained optimization framework with machine learning models for each objective as inputs, and a probabilistic structural model for users’ engagement patterns on heterogeneous contents. Our proposed structural modeling approach ensures consistent user experience across different levels of aggregation of the contents, and provides levels of transparency to the merchants and content providers. We further develop an efficient optimization solution for ranking and recommendation in large-scale online systems in real time. We implement the framework at Uber Eats, one of the largest online food delivery platforms in the world and a three-sided marketplace consisting of eaters, restaurant partners and delivery partners. Online experiments demonstrate the effectiveness of our framework in ranking heterogeneous contents and optimizing for the three sides in the marketplace. Our framework has been deployed globally as the recommendation algorithm for Uber Eats’ homepage.	parsing, TAG, transition, graph, sota, analysis	[]	[{'start': 218, 'end': 302, 'span': 'outperforms the previously reported best results by more than 2.2 LAS and UAS points', 'annotation': 'Research Values'}, {'start': 419, 'end': 513, 'span': 'alleviating the fundamental trade-off between transition-based and graph-based parsing systems', 'annotation': 'Research Values'}, {'start': 560, 'end': 710, 'span': 'achieves state-of-the-art performance in the downstream tasks of Parsing Evaluation using Textual Entailments (PETE) and Unbounded Dependency Recovery', 'annotation': 'Research Values'}, {'start': 761, 'end': 850, 'span': 'TAG is a viable formalism for problems that require rich structural analysis of sentences', 'annotation': 'Research Values'}]
62b20662ca9e4e8378d8d7a3	2	Pre-trained Language Models (PLMs) have achieved remarkable performance gains across numerous downstream tasks in natural language understanding. Various Chinese PLMs have been successively proposed for learning better Chinese language representation. However, most current models use Chinese characters as inputs and are not able to encode semantic information contained in Chinese words. While recent pre-trained models incorporate both words and characters simultaneously, they usually suffer from deficient semantic interactions and fail to capture the semantic relation between words and characters. To address the above issues, we propose a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations. In particular, CLOWER implicitly encodes the coarse-grained information (i.e., words) into the fine-grained representations (i.e., characters) through contrastive learning on multi-grained information. CLOWER is of great value in realistic scenarios since it can be easily incorporated into any existing fine-grained based PLMs without modifying the production pipelines. Extensive experiments conducted on a range of downstream tasks demonstrate the superior performance of CLOWER over several state-of-the-art baselines.	DFKD, scalability, acceleration, synthesis	[]	[{'start': 205, 'end': 217, 'span': 'encouraging ', 'annotation': 'Research Values'}, {'start': 287, 'end': 300, 'span': 'inefficiency ', 'annotation': 'Research Values'}, {'start': 303, 'end': 317, 'span': 'data synthesis', 'annotation': 'Research Values'}, {'start': 367, 'end': 381, 'span': 'time-consuming', 'annotation': 'Research Values'}, {'start': 391, 'end': 403, 'span': 'inapplicable', 'annotation': 'Research Values'}, {'start': 408, 'end': 425, 'span': 'large-scale tasks', 'annotation': 'Research Values'}, {'start': 457, 'end': 469, 'span': 'efficacious ', 'annotation': 'Research Values'}, {'start': 502, 'end': 565, 'span': 'allows us to accelerate DFKD by a factor of orders of magnitude', 'annotation': 'Research Values'}, {'start': 601, 'end': 607, 'span': 'novel ', 'annotation': 'Research Values'}, {'start': 619, 'end': 713, 'span': 'reuse the shared common features in training data so as to synthesize different data instances', 'annotation': 'Research Values'}, {'start': 918, 'end': 927, 'span': 'achieves ', 'annotation': 'Research Values'}, {'start': 942, 'end': 965, 'span': 'within only a few steps', 'annotation': 'Research Values'}, {'start': 967, 'end': 1027, 'span': 'significantly enhancing the efficiency of data-free training', 'annotation': 'Research Values'}, {'start': 1112, 'end': 1210, 'span': 'achieves 10x and even 100x acceleration while preserving performances on par with state of the art', 'annotation': 'Research Values'}]
62b20662ca9e4e8378d8d7a3	4	Private Webmail 2.0 (Pwm 2.0) improves upon the current state of the art by increasing the usability and practical security of secure email for ordinary users. More users are able to send and receive encrypted emails without mistakenly revealing sensitive information. In this paper we describe four user interface traits that positively affect the usability and security of Pwm 2.0. In a user study involving 51 participants we validate that these interface modifications result in high usability, few mistakes, and a strong understanding of the protection provided to secure email messages. We also show that the use of manual encryption has no effect on usability or security.	polarization, vaccination, supporters, hesitants	[]	[{'start': 331, 'end': 339, 'span': 'urgency ', 'annotation': 'Research Values'}, {'start': 356, 'end': 372, 'span': 'negative effects', 'annotation': 'Research Values'}, {'start': 1034, 'end': 1089, 'span': 'to examine the state of polarization around vaccination', 'annotation': 'Research Values'}, {'start': 1408, 'end': 1515, 'span': ' stark division between supporters and hesitant individuals to continue throughout the vaccination campaign', 'annotation': 'Research Values'}, {'start': 1537, 'end': 1627, 'span': 'increasing commonality in the topical focus of the vaccine supporters and vaccine hesitant', 'annotation': 'Research Values'}, {'start': 1969, 'end': 2078, 'span': 'uncover concerns around vaccination before the public health decisions and official messaging are made public', 'annotation': 'Research Values'}]
2	1	With the popularity of smartphones, we have witnessed the rapid proliferation of multimodal posts on various social media platforms. We observe that the multimodal sentiment expression has specific global characteristics, such as the interdependencies of objects or scenes within the image. However, most previous studies only considered the representation of a single image-text post and failed to capture the global co-occurrence characteristics of the dataset. In this paper, we propose Multi-channel Graph Neural Networks with Sentiment-awareness (MGNNS) for image-text sentiment detection. Specifically, we first encode different modalities to capture hidden representations. Then, we introduce multi-channel graph neural networks to learn multimodal representations based on the global characteristics of the dataset. Finally, we implement multimodal in-depth fusion with the multi-head attention mechanism to predict the sentiment of image-text pairs. Extensive experiments conducted on three publicly available datasets demonstrate the effectiveness of our approach for multimodal sentiment detection.	"generalization
data efficiency
research window
AI
"	[]	[{'start': 158, 'end': 190, 'span': 'ultimate artificial intelligence', 'annotation': 'Research Values'}, {'start': 192, 'end': 255, 'span': 'we desire a single machine that can handle diverse new problems', 'annotation': 'Research Values'}, {'start': 267, 'end': 304, 'span': 'task-specific annotations are limited', 'annotation': 'Research Values'}, {'start': 342, 'end': 356, 'span': 'unified solver', 'annotation': 'Research Values'}, {'start': 428, 'end': 479, 'span': 'has not spilled much ink on the following questions', 'annotation': 'Research Values'}, {'start': 538, 'end': 563, 'span': 'generalize across domains', 'annotation': 'Research Values'}, {'start': 803, 'end': 884, 'span': 'really matters particularly when the target NLP task has insufficient annotations', 'annotation': 'Research Values'}, {'start': 886, 'end': 899, 'span': 'Universal NLP', 'annotation': 'Research Values'}, {'start': 980, 'end': 989, 'span': 'Universal', 'annotation': 'Research Values'}, {'start': 990, 'end': 998, 'span': 'Few-shot', 'annotation': 'Research Values'}, {'start': 1108, 'end': 1143, 'span': 'work well on new entailment domains', 'annotation': 'Research Values'}, {'start': 1144, 'end': 1165, 'span': 'in a few-shot setting', 'annotation': 'Research Values'}, {'start': 1199, 'end': 1246, 'span': 'unified solver for several downstream NLP tasks', 'annotation': 'Research Values'}, {'start': 1310, 'end': 1342, 'span': 'end-task annotations are limited', 'annotation': 'Research Values'}]
2	0	Our understanding of reinforcement learning (RL) has been shaped by theoretical and empirical results that were obtained decades ago using tabular representations and linear function approximators. These results suggest that RL methods that use temporal differencing (TD) are superior to direct Monte Carlo estimation (MC). How do these results hold up in deep RL, which deals with perceptually complex environments and deep nonlinear models? In this paper, we re-examine the role of TD in modern deep RL, using specially designed environments that control for specific factors that affect performance, such as reward sparsity, reward delay, and the perceptual complexity of the task. When comparing TD with infinite-horizon MC, we are able to reproduce classic results in modern settings. Yet we also find that finite-horizon MC is not inferior to TD, even when rewards are sparse or delayed. This makes MC a viable alternative to TD in deep RL.	"performance 
model
bias
abritrariness
human fidelity"	[]	[{'start': 150, 'end': 225, 'span': 'something fundamentally wrong with NMT as a model or its training algorithm', 'annotation': 'Research Values'}, {'start': 471, 'end': 497, 'span': 'inadequacy of MAP decoding', 'annotation': 'Research Values'}, {'start': 745, 'end': 774, 'span': 'pathologies and biases of NMT', 'annotation': 'Research Values'}, {'start': 964, 'end': 1013, 'span': ' the mode can be considered essentially arbitrary', 'annotation': 'Research Values'}, {'start': 1200, 'end': 1219, 'span': 'competitive results', 'annotation': 'Research Values'}, {'start': 1250, 'end': 1311, 'span': 'capture important aspects of translation well in expectation.', 'annotation': 'Research Values'}]
2	3	Many online personalization platforms today are recommending heterogeneous contents in a multi-sided marketplace consisting of consumers, merchants and other partners. For a recommender system to be successful in these contexts, it faces two main challenges. First, each side in the marketplace has different and potentially conflicting utilities. Recommending for a multi-sided marketplace therefore entails jointly optimizing multiple objectives with trade-offs. Second, the off-the-shelf recommendation algorithms are not applicable to the heterogeneous content space, where a recommendation item could be an aggregation of other recommendation items. In this work, we develop a general framework for recommender systems in a multi-sided marketplace with heterogeneous and hierarchical contents. We propose a constrained optimization framework with machine learning models for each objective as inputs, and a probabilistic structural model for users’ engagement patterns on heterogeneous contents. Our proposed structural modeling approach ensures consistent user experience across different levels of aggregation of the contents, and provides levels of transparency to the merchants and content providers. We further develop an efficient optimization solution for ranking and recommendation in large-scale online systems in real time. We implement the framework at Uber Eats, one of the largest online food delivery platforms in the world and a three-sided marketplace consisting of eaters, restaurant partners and delivery partners. Online experiments demonstrate the effectiveness of our framework in ranking heterogeneous contents and optimizing for the three sides in the marketplace. Our framework has been deployed globally as the recommendation algorithm for Uber Eats’ homepage.	"performance
flexibility
understanding"	[]	[{'start': 217, 'end': 266, 'span': ' outperforms the previously reported best results', 'annotation': 'Research Values'}, {'start': 352, 'end': 368, 'span': 'global inference', 'annotation': 'Research Values'}, {'start': 373, 'end': 401, 'span': 'rich feature representations', 'annotation': 'Research Values'}, {'start': 419, 'end': 513, 'span': 'alleviating the fundamental trade-off between transition-based and graph-based parsing systems', 'annotation': 'Research Values'}, {'start': 569, 'end': 597, 'span': 'state-of-the-art performance', 'annotation': 'Research Values'}, {'start': 770, 'end': 850, 'span': 'viable formalism for problems that require rich structural analysis of sentences', 'annotation': 'Research Values'}]
2	2	Pre-trained Language Models (PLMs) have achieved remarkable performance gains across numerous downstream tasks in natural language understanding. Various Chinese PLMs have been successively proposed for learning better Chinese language representation. However, most current models use Chinese characters as inputs and are not able to encode semantic information contained in Chinese words. While recent pre-trained models incorporate both words and characters simultaneously, they usually suffer from deficient semantic interactions and fail to capture the semantic relation between words and characters. To address the above issues, we propose a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations. In particular, CLOWER implicitly encodes the coarse-grained information (i.e., words) into the fine-grained representations (i.e., characters) through contrastive learning on multi-grained information. CLOWER is of great value in realistic scenarios since it can be easily incorporated into any existing fine-grained based PLMs without modifying the production pipelines. Extensive experiments conducted on a range of downstream tasks demonstrate the superior performance of CLOWER over several state-of-the-art baselines.	"performance
speed
efficiency
research attention
novelty"	[]	[{'start': 69, 'end': 115, 'span': 'increasing attention from research communities', 'annotation': 'Research Values'}, {'start': 135, 'end': 191, 'span': 'capability to compress a model only using synthetic data', 'annotation': 'Research Values'}, {'start': 235, 'end': 264, 'span': 'state-of-the-art DFKD methods', 'annotation': 'Research Values'}, {'start': 287, 'end': 317, 'span': 'inefficiency of data synthesis', 'annotation': 'Research Values'}, {'start': 367, 'end': 381, 'span': 'time-consuming', 'annotation': 'Research Values'}, {'start': 390, 'end': 425, 'span': ' inapplicable for large-scale tasks', 'annotation': 'Research Values'}, {'start': 457, 'end': 475, 'span': 'efficacious scheme', 'annotation': 'Research Values'}, {'start': 515, 'end': 565, 'span': 'accelerate DFKD by a factor of orders of magnitude', 'annotation': 'Research Values'}, {'start': 601, 'end': 615, 'span': 'novel strategy', 'annotation': 'Research Values'}, {'start': 669, 'end': 713, 'span': 'so as to synthesize different data instances', 'annotation': 'Research Values'}, {'start': 741, 'end': 777, 'span': 'optimize a set of data independently', 'annotation': 'Research Values'}, {'start': 875, 'end': 894, 'span': 'fast data synthesis', 'annotation': 'Research Values'}, {'start': 942, 'end': 965, 'span': 'within only a few steps', 'annotation': 'Research Values'}, {'start': 968, 'end': 1027, 'span': 'ignificantly enhancing the efficiency of data-free training', 'annotation': 'Research Values'}, {'start': 1112, 'end': 1151, 'span': 'achieves 10x and even 100x acceleration', 'annotation': 'Research Values'}, {'start': 1158, 'end': 1210, 'span': 'preserving performances on par with state of the art', 'annotation': 'Research Values'}]
2	4	Private Webmail 2.0 (Pwm 2.0) improves upon the current state of the art by increasing the usability and practical security of secure email for ordinary users. More users are able to send and receive encrypted emails without mistakenly revealing sensitive information. In this paper we describe four user interface traits that positively affect the usability and security of Pwm 2.0. In a user study involving 51 participants we validate that these interface modifications result in high usability, few mistakes, and a strong understanding of the protection provided to secure email messages. We also show that the use of manual encryption has no effect on usability or security.	"understanding
real-world impact
"	[]	[{'start': 557, 'end': 610, 'span': 'imperative to understand the nature of this discourse', 'annotation': 'Research Values'}, {'start': 681, 'end': 755, 'span': 'healthcare decisions may affect their communities and the country at large', 'annotation': 'Research Values'}]
62d59a3805804b94c5fd526f	1	With the popularity of smartphones, we have witnessed the rapid proliferation of multimodal posts on various social media platforms. We observe that the multimodal sentiment expression has specific global characteristics, such as the interdependencies of objects or scenes within the image. However, most previous studies only considered the representation of a single image-text post and failed to capture the global co-occurrence characteristics of the dataset. In this paper, we propose Multi-channel Graph Neural Networks with Sentiment-awareness (MGNNS) for image-text sentiment detection. Specifically, we first encode different modalities to capture hidden representations. Then, we introduce multi-channel graph neural networks to learn multimodal representations based on the global characteristics of the dataset. Finally, we implement multimodal in-depth fusion with the multi-head attention mechanism to predict the sentiment of image-text pairs. Extensive experiments conducted on three publicly available datasets demonstrate the effectiveness of our approach for multimodal sentiment detection.	"domains
transformation
annotations"	[]	[{'start': 76, 'end': 101, 'span': 'problem-specific dataset,', 'annotation': 'Research Values'}, {'start': 267, 'end': 292, 'span': 'task-specific annotations', 'annotation': 'Research Values'}, {'start': 318, 'end': 337, 'span': 'textual entailment ', 'annotation': 'Research Values'}, {'start': 538, 'end': 563, 'span': 'generalize across domains', 'annotation': 'Research Values'}, {'start': 640, 'end': 663, 'span': 'ransforming an NLP task', 'annotation': 'Research Values'}, {'start': 860, 'end': 884, 'span': 'insufficient annotations', 'annotation': 'Research Values'}, {'start': 1076, 'end': 1104, 'span': ' pretrained entailment model', 'annotation': 'Research Values'}]
62d59a3805804b94c5fd526f	0	Our understanding of reinforcement learning (RL) has been shaped by theoretical and empirical results that were obtained decades ago using tabular representations and linear function approximators. These results suggest that RL methods that use temporal differencing (TD) are superior to direct Monte Carlo estimation (MC). How do these results hold up in deep RL, which deals with perceptually complex environments and deep nonlinear models? In this paper, we re-examine the role of TD in modern deep RL, using specially designed environments that control for specific factors that affect performance, such as reward sparsity, reward delay, and the perceptual complexity of the task. When comparing TD with infinite-horizon MC, we are able to reproduce classic results in modern settings. Yet we also find that finite-horizon MC is not inferior to TD, even when rewards are sparse or delayed. This makes MC a viable alternative to TD in deep RL.	"translation
decoding
decisions
assumptions
inadequacy"	[]	[{'start': 382, 'end': 411, 'span': ' highest-scoring translation,', 'annotation': 'Research Values'}, {'start': 471, 'end': 481, 'span': 'inadequacy', 'annotation': 'Research Values'}, {'start': 617, 'end': 645, 'span': 'reproduce various statistics', 'annotation': 'Research Values'}, {'start': 786, 'end': 798, 'span': 'MAP decoding', 'annotation': 'Research Values'}, {'start': 816, 'end': 839, 'span': 'statistical assumptions', 'annotation': 'Research Values'}, {'start': 936, 'end': 959, 'span': 'little probability mass', 'annotation': 'Research Values'}, {'start': 1052, 'end': 1066, 'span': 'decision rules', 'annotation': 'Research Values'}, {'start': 1165, 'end': 1193, 'span': ' minimum Bayes risk decoding', 'annotation': 'Research Values'}]
62d59a3805804b94c5fd526f	3	Many online personalization platforms today are recommending heterogeneous contents in a multi-sided marketplace consisting of consumers, merchants and other partners. For a recommender system to be successful in these contexts, it faces two main challenges. First, each side in the marketplace has different and potentially conflicting utilities. Recommending for a multi-sided marketplace therefore entails jointly optimizing multiple objectives with trade-offs. Second, the off-the-shelf recommendation algorithms are not applicable to the heterogeneous content space, where a recommendation item could be an aggregation of other recommendation items. In this work, we develop a general framework for recommender systems in a multi-sided marketplace with heterogeneous and hierarchical contents. We propose a constrained optimization framework with machine learning models for each objective as inputs, and a probabilistic structural model for users’ engagement patterns on heterogeneous contents. Our proposed structural modeling approach ensures consistent user experience across different levels of aggregation of the contents, and provides levels of transparency to the merchants and content providers. We further develop an efficient optimization solution for ranking and recommendation in large-scale online systems in real time. We implement the framework at Uber Eats, one of the largest online food delivery platforms in the world and a three-sided marketplace consisting of eaters, restaurant partners and delivery partners. Online experiments demonstrate the effectiveness of our framework in ranking heterogeneous contents and optimizing for the three sides in the marketplace. Our framework has been deployed globally as the recommendation algorithm for Uber Eats’ homepage.	"representation
global
viable
downstream"	[]	[{'start': 161, 'end': 168, 'span': 'jointly', 'annotation': 'Research Values'}, {'start': 218, 'end': 229, 'span': 'outperforms', 'annotation': 'Research Values'}, {'start': 352, 'end': 368, 'span': 'global inference', 'annotation': 'Research Values'}, {'start': 378, 'end': 401, 'span': 'feature representations', 'annotation': 'Research Values'}, {'start': 447, 'end': 457, 'span': 'trade-off ', 'annotation': 'Research Values'}, {'start': 605, 'end': 621, 'span': 'downstream tasks', 'annotation': 'Research Values'}, {'start': 770, 'end': 787, 'span': 'viable formalism ', 'annotation': 'Research Values'}]
62d59a3805804b94c5fd526f	2	Pre-trained Language Models (PLMs) have achieved remarkable performance gains across numerous downstream tasks in natural language understanding. Various Chinese PLMs have been successively proposed for learning better Chinese language representation. However, most current models use Chinese characters as inputs and are not able to encode semantic information contained in Chinese words. While recent pre-trained models incorporate both words and characters simultaneously, they usually suffer from deficient semantic interactions and fail to capture the semantic relation between words and characters. To address the above issues, we propose a simple yet effective PLM CLOWER, which adopts the Contrastive Learning Over Word and charactER representations. In particular, CLOWER implicitly encodes the coarse-grained information (i.e., words) into the fine-grained representations (i.e., characters) through contrastive learning on multi-grained information. CLOWER is of great value in realistic scenarios since it can be easily incorporated into any existing fine-grained based PLMs without modifying the production pipelines. Extensive experiments conducted on a range of downstream tasks demonstrate the superior performance of CLOWER over several state-of-the-art baselines.	"accelerate
inapplicable
enhancing
efficiency"	[]	[{'start': 69, 'end': 89, 'span': 'increasing attention', 'annotation': 'Research Values'}, {'start': 135, 'end': 145, 'span': 'capability', 'annotation': 'Research Values'}, {'start': 287, 'end': 300, 'span': 'inefficiency ', 'annotation': 'Research Values'}, {'start': 390, 'end': 403, 'span': ' inapplicable', 'annotation': 'Research Values'}, {'start': 457, 'end': 468, 'span': 'efficacious', 'annotation': 'Research Values'}, {'start': 515, 'end': 530, 'span': 'accelerate DFKD', 'annotation': 'Research Values'}, {'start': 678, 'end': 703, 'span': 'synthesize different data', 'annotation': 'Research Values'}, {'start': 764, 'end': 777, 'span': 'independently', 'annotation': 'Research Values'}, {'start': 981, 'end': 990, 'span': 'enhancing', 'annotation': 'Research Values'}, {'start': 995, 'end': 1027, 'span': 'efficiency of data-free training', 'annotation': 'Research Values'}]
62d59a3805804b94c5fd526f	4	Private Webmail 2.0 (Pwm 2.0) improves upon the current state of the art by increasing the usability and practical security of secure email for ordinary users. More users are able to send and receive encrypted emails without mistakenly revealing sensitive information. In this paper we describe four user interface traits that positively affect the usability and security of Pwm 2.0. In a user study involving 51 participants we validate that these interface modifications result in high usability, few mistakes, and a strong understanding of the protection provided to secure email messages. We also show that the use of manual encryption has no effect on usability or security.	"hesitation
dataset
debate
textual
unfounded
concerns"	[]	[{'start': 150, 'end': 170, 'span': 'vaccination campaign', 'annotation': 'Research Values'}, {'start': 277, 'end': 296, 'span': 'igorous discussion ', 'annotation': 'Research Values'}, {'start': 452, 'end': 484, 'span': 'pre-pandemic vaccination debate ', 'annotation': 'Research Values'}, {'start': 505, 'end': 514, 'span': 'polarized', 'annotation': 'Research Values'}, {'start': 653, 'end': 673, 'span': 'hesitant individuals', 'annotation': 'Research Values'}, {'start': 978, 'end': 992, 'span': 'Twitter datase', 'annotation': 'Research Values'}, {'start': 1104, 'end': 1128, 'span': 'hierarchical clustering ', 'annotation': 'Research Values'}, {'start': 1176, 'end': 1188, 'span': 'endorsement ', 'annotation': 'Research Values'}, {'start': 1318, 'end': 1327, 'span': 'structure', 'annotation': 'Research Values'}, {'start': 1358, 'end': 1374, 'span': 'textual content ', 'annotation': 'Research Values'}, {'start': 1548, 'end': 1559, 'span': 'commonality', 'annotation': 'Research Values'}, {'start': 1731, 'end': 1740, 'span': 'concerns ', 'annotation': 'Research Values'}, {'start': 1787, 'end': 1809, 'span': 'unfounded conspiracies', 'annotation': 'Research Values'}, {'start': 1926, 'end': 1938, 'span': 'surveillance', 'annotation': 'Research Values'}]
121	0	Our understanding of reinforcement learning (RL) has been shaped by theoretical and empirical results that were obtained decades ago using tabular representations and linear function approximators. These results suggest that RL methods that use temporal differencing (TD) are superior to direct Monte Carlo estimation (MC). How do these results hold up in deep RL, which deals with perceptually complex environments and deep nonlinear models? In this paper, we re-examine the role of TD in modern deep RL, using specially designed environments that control for specific factors that affect performance, such as reward sparsity, reward delay, and the perceptual complexity of the task. When comparing TD with infinite-horizon MC, we are able to reproduce classic results in modern settings. Yet we also find that finite-horizon MC is not inferior to TD, even when rewards are sparse or delayed. This makes MC a viable alternative to TD in deep RL.	N/A	[{'start': 443, 'end': 494, 'span': 'In this paper, we re-examine the role of TD in mode', 'annotation': 'Values'}]	[]
6318b92c7b39fed36c4514a8	1	With the popularity of smartphones, we have witnessed the rapid proliferation of multimodal posts on various social media platforms. We observe that the multimodal sentiment expression has specific global characteristics, such as the interdependencies of objects or scenes within the image. However, most previous studies only considered the representation of a single image-text post and failed to capture the global co-occurrence characteristics of the dataset. In this paper, we propose Multi-channel Graph Neural Networks with Sentiment-awareness (MGNNS) for image-text sentiment detection. Specifically, we first encode different modalities to capture hidden representations. Then, we introduce multi-channel graph neural networks to learn multimodal representations based on the global characteristics of the dataset. Finally, we implement multimodal in-depth fusion with the multi-head attention mechanism to predict the sentiment of image-text pairs. Extensive experiments conducted on three publicly available datasets demonstrate the effectiveness of our approach for multimodal sentiment detection.	"Dataset
Textual Entailment
UFO-Entail"	[]	[{'start': 61, 'end': 143, 'span': 'constructing a problem-specific dataset, then building a model to fit this dataset', 'annotation': 'Research Values'}, {'start': 318, 'end': 356, 'span': 'textual entailment as a unified solver', 'annotation': 'Research Values'}, {'start': 980, 'end': 1030, 'span': 'Universal Few-shot textual Entailment (UFO-Entail)', 'annotation': 'Research Values'}]
